i have bipolar one borderline personality disorder temporal lobe epilepsy adhd ptsd and ocd at the moment the docs are only treating my epilepsy as i have had a spike of bad seizures that we cant get under control so they have stopped my bipolar meds im coping okay just not sleeping so im really touchy and grumpy im struggling with routine as i am studying and cant seem to get my head in the game when it comes to sitting down and hitting the books but i will keep trying and always keep fighting i hope things come right for you just have faith faith that you will overcome because life says that you should never be ashamed of your scars because they show that you were stronger than whatever tried to hurt you be strong,0
much the same as that plus fear and desperation,0
its very common to struggle with work im not a great employee it doesnt take much to tap out,0
it could but the horror of it all is that you carry this darkness around all the time and there are many moments when all of that stuff doesnt matter to you anymore i understand everyone has some type of problem in life but i would honestly rather be homeless and starving than deal with the shit that goes on inside my mind 24/7,0
dont feel shame that only allows the illness to win if it bugs you say something!,0
i carry the weight for 2 of my friends the first one talked to me that night and was explaining some of the problems going on in his family  and was saying his sister wanted to commit suicide he went home after taking me home and hung himself i feel like i could of done more knowing he was feeling that way i would of never left him my second friend had some issues he called me the day before and asked me if i could give him a reason to live and we were entertaining the idea of a relationship but he was hung up on some one else and couldnt move on he wanted me to want him and i pushed him away and he killed hisself im drowning in the guilt i dont know how to stop blaming myself,0
when my psychologist suggested i should go to a clinic for bipolar depression and anxiety i was sceptical at first but things just got worst for me to the point where i would impulsively think of ways to kill myself but i went and it was the best thing i ever did you have to do it for yourself because you cant be a good mother for your kids if you dont children are resilient they bounce back quicker than you thinkbeing sick is not your fault and you need to get to grips with that and youll get the assistance and proper medication you need to live a fuller life i was ashamed about my sickness until i realised its not my fault today i have the courage to tell people about my sickness and it doesnt bother them as much as i thought it would they are more surprised and want to know more about it,0
are you having any other symptoms it could be anxiety,1
ps ive had severe anxiety depression sociophobia and very severe insomnia for several years (reason private) having a lot of professionals involved in my case a wonderful support worker amazing support from one special friend who shopped cooked and cleaned for me as well as 4 surgeries 18 months ago and was almost successful with a suicide attempt about 6 weeks ago heigh-ho :/,1
effexor can give u adrenaline rushes i was put on neulactal to stop them just get regular blood pressure check ups,1
i totally relate to what you are feeling there is no easy solution at least that im aware of im still fighting through a depression and anxiety that has left me disabled the best advice i can give you is to stay close to those few that understand and really try to build a support network that helps lift you up when you cant walk on your own and try to believe that one day you are going to feel better,0
i have no one to stay with me im scared for myself,0
i have rapid cycling bipolar i think everyone with bipolar has the chance of a sudden rapid cycling (circumstances environment moon phase time of year hormones) if its not normal for you then makes someone close to you aware of whats happening its hard to keep track and you will not see the shift yourself its okay just breathe if thats all you can do concentrate on that and the loud fast rushing will get quieter if you havnt experienced it before it is very frightening try writing whenever you can then when your well sift through it all you will remember the days and maybe be able to start identifying sign and your own red flag behaviours that signal a change i hope someone close is helping you through try and keep people in your loop take care l x,1
youll get through it itll take some time but youll get through it its not meant to be easy talk to your psych and see if he/she can give you anything for the panic attacks each session gets "easier" as you work through things and talk to your boss and let him know what youre dealing with when i finished my last in-patient time and had to go to php i came home the same way you described and it was hell and that was seven days a week so no breaks at all it sucked but it got easier as time went on (not trying to compare my situation to yours just trying to say i know where youre coming from),0
nicole i would love a life without meds but my life was not what i wanted it to be without meds i have come to accept that i will always be on meds the depression would eat me alive i dont try to push just letting people know my experience on the meds im on or have been on i have biplor ii the irritability and rage was too much for me to handle on my own good luck to you whichever road you choose ,0
i know what its like to wake up every morning wishing you hadnt nobody understands unless they go through it it was my little boy that kept me going i could never have left him and the thought of what it would do to him he would have been the one to find me as im divorced and we live alone but i can promise you that it will get better once youve got on the right medication things will change just hang in there and focus on your little one he/she is worth living for like the other lady said  if you feel that you will be a threat to yourself go to a&e your little one needs you and so does everyone else we can beat bipolar and we will!! x,0
hi there ive been on them for depression there an ok tablet not on anything at the moment  it helps me to keep stress out of my life x,1
i left my job because i was just to tired in the morningits not like i sleep late or sleep to littleeven with 8 hours of sleep waking up for me is dreadful,1
i used to suffer multiple suicidal thoughts every single day for over 30years and sometimes i would act on them i am also borderline and bipolar with adhd since being on seroquel (quetiapine) i can go months without the thoughts and when i do get them they are only fleeting it has been pure bliss not having that daily struggle i still hate me but seroquel has been a godsend for alleviating those thoughts i also started lithium 4 months ago to help alleviate the ups n downs of bipolarso far so good,1
but nobody ever talks about hypersexuality as a symptom mostly out of shame,0
2! some days im great and my ocd kicks in and others im going crazy cuz my ocd kicks in but my bpd episode of the day wont let do anything anxiety on top of depression,0
call the drug companies they quite often have a plan that will work for you if nothing else they will reduce the cost of your meds then go to the state and stay there until someone listens to you!!! withdrawals are horrible and if it gets too bad head for the er their social workers usually have someone or something that will work for you god bless my friend ill be thinking of you,1
never be scared to tell them i told my boyfriend before we even started dating that i have severe anxiety disorder and depression,1
doesnt sound like its you in this situation if he has a girlfriend but is not s cheater he probably shouldnt be hanging around you if hes got feelings anyhow when im in an episode i talk super fast but then start to stutter i get very irritated by that but that makes it worse i end up doing s mental breathing moment and it gets a little better you could say to your friend that not everyone has the same life experiences just breathe a little,0
would probably say number 3 i do find it hard to concentrate feel tired sometimes and suffer with anxiety if i need to do something different or have to attend something that i am not comfortable with,0
1 without question or hesitation anxiety and chronic nerve joint and back pain keeps me from getting decent sleep most of the time,1
tell them trust me it was the hardest but best thing i ever did was to ask for help and accept that i am the way i am i still struggle but i have some support now i still have days i wish people didnt know as i am paranoid that people will talk about me and think im weak but they cant help if they dont know we are fighters not failures and you can do this doesnt matter if it happens now or after a break if you need time to rebalance it should be treated no different to if you broke your arm or had a physical illness xx,0
